OrderID,CustomerID,CompanyName,ProductID,ProductName,Category,RegionID,RegionName,OrderDate,Quantity,UnitPrice,TotalPrice,OrderStatus
ORD-0121,C004,CloudNet,P007,Headphones,Accessories,R001,North,2023-12-21,1,974,974,Delivered
ORD-0121,C004,CloudNet,P008,Smartwatch,Electronics,R001,North,2023-12-21,3,348,1044,Delivered
ORD-0122,C008,CyberSecure,P001,Laptop,Electronics,R004,West,2023-01-25,4,998,3992,Pending
ORD-0122,C008,CyberSecure,P006,Mouse,Accessories,R004,West,2023-01-25,5,824,4120,Pending
ORD-0122,C008,CyberSecure,P005,Keyboard,Accessories,R004,West,2023-01-25,3,948,2844,Pending
ORD-0123,C005,AI Systems,P003,Tablet,Electronics,R003,East,2023-09-03,1,514,514,Cancelled
ORD-0123,C005,AI Systems,P008,Smartwatch,Electronics,R003,East,2023-09-03,2,885,1770,Cancelled
ORD-0124,C007,NextGen Consulting,P008,Smartwatch,Electronics,R004,West,2023-05-13,4,727,2908,Cancelled
ORD-0124,C007,NextGen Consulting,P002,Smartphone,Electronics,R004,West,2023-05-13,4,603,2412,Cancelled
ORD-0124,C007,NextGen Consulting,P003,Tablet,Electronics,R004,West,2023-05-13,2,240,480,Cancelled
ORD-0125,C002,InnovaSolutions,P006,Mouse,Accessories,R001,North,2023-08-05,3,547,1641,Delivered
ORD-0126,C003,DataWorks,P003,Tablet,Electronics,R002,South,2023-06-02,3,72,216,Cancelled
ORD-0126,C003,DataWorks,P007,Headphones,Accessories,R002,South,2023-06-02,5,1494,7470,Cancelled
ORD-0126,C003,DataWorks,P004,Monitor,Electronics,R002,South,2023-06-02,1,805,805,Cancelled
ORD-0127,C005,AI Systems,P007,Headphones,Accessories,R002,South,2023-11-07,2,67,134,Cancelled
ORD-0127,C005,AI Systems,P003,Tablet,Electronics,R002,South,2023-11-07,4,1280,5120,Cancelled
ORD-0128,C007,NextGen Consulting,P007,Headphones,Accessories,R002,South,2023-03-23,5,891,4455,Pending
ORD-0128,C007,NextGen Consulting,P005,Keyboard,Accessories,R002,South,2023-03-23,3,688,2064,Pending
ORD-0128,C007,NextGen Consulting,P001,Laptop,Electronics,R002,South,2023-03-23,1,1249,1249,Pending
ORD-0129,C006,GreenTech,P001,Laptop,Electronics,R002,South,2023-08-01,1,1113,1113,Delivered
ORD-0130,C001,TechCorp,P006,Mouse,Accessories,R004,West,2023-02-20,4,1257,5028,Pending
ORD-0130,C001,TechCorp,P007,Headphones,Accessories,R004,West,2023-02-20,4,332,1328,Pending
ORD-0130,C001,TechCorp,P005,Keyboard,Accessories,R004,West,2023-02-20,4,487,1948,Pending
ORD-0131,C003,DataWorks,P005,Keyboard,Accessories,R003,East,2023-08-08,3,252,756,Delivered
ORD-0132,C004,CloudNet,P002,Smartphone,Electronics,R002,South,2023-01-26,4,1040,4160,Delivered
ORD-0133,C006,GreenTech,P002,Smartphone,Electronics,R002,South,2023-01-27,2,669,1338,Pending
ORD-0134,C005,AI Systems,P005,Keyboard,Accessories,R003,East,2023-09-09,4,329,1316,Pending
ORD-0134,C005,AI Systems,P001,Laptop,Electronics,R003,East,2023-09-09,1,1145,1145,Pending
ORD-0135,C006,GreenTech,P005,Keyboard,Accessories,R004,West,2023-05-31,5,438,2190,Pending
ORD-0135,C006,GreenTech,P001,Laptop,Electronics,R004,West,2023-05-31,2,472,944,Pending
ORD-0135,C006,GreenTech,P003,Tablet,Electronics,R004,West,2023-05-31,5,517,2585,Pending
ORD-0136,C002,InnovaSolutions,P007,Headphones,Accessories,R001,North,2023-07-23,5,1063,5315,Pending
ORD-0136,C002,InnovaSolutions,P006,Mouse,Accessories,R001,North,2023-07-23,2,1430,2860,Pending
ORD-0137,C005,AI Systems,P005,Keyboard,Accessories,R002,South,2023-09-22,3,836,2508,Pending
ORD-0137,C005,AI Systems,P001,Laptop,Electronics,R002,South,2023-09-22,3,1319,3957,Pending
ORD-0137,C005,AI Systems,P002,Smartphone,Electronics,R002,South,2023-09-22,2,864,1728,Pending
ORD-0138,C007,NextGen Consulting,P006,Mouse,Accessories,R003,East,2023-11-26,2,211,422,Cancelled
ORD-0139,C001,TechCorp,P003,Tablet,Electronics,R002,South,2023-03-20,5,454,2270,Delivered
ORD-0139,C001,TechCorp,P004,Monitor,Electronics,R002,South,2023-03-20,3,486,1458,Delivered
ORD-0139,C001,TechCorp,P002,Smartphone,Electronics,R002,South,2023-03-20,1,80,80,Delivered
ORD-0140,C002,InnovaSolutions,P008,Smartwatch,Electronics,R003,East,2023-12-29,5,61,305,Delivered
ORD-0140,C002,InnovaSolutions,P007,Headphones,Accessories,R003,East,2023-12-29,5,275,1375,Delivered
ORD-0141,C006,GreenTech,P002,Smartphone,Electronics,R002,South,2023-12-22,1,1029,1029,Pending
ORD-0141,C006,GreenTech,P006,Mouse,Accessories,R002,South,2023-12-22,1,393,393,Pending
ORD-0142,C007,NextGen Consulting,P004,Monitor,Electronics,R004,West,2023-05-27,4,533,2132,Pending
ORD-0143,C004,CloudNet,P005,Keyboard,Accessories,R001,North,2023-11-06,4,723,2892,Cancelled
ORD-0143,C004,CloudNet,P007,Headphones,Accessories,R001,North,2023-11-06,1,153,153,Cancelled
ORD-0144,C003,DataWorks,P006,Mouse,Accessories,R004,West,2023-03-07,2,1166,2332,Pending
ORD-0144,C003,DataWorks,P004,Monitor,Electronics,R004,West,2023-03-07,3,918,2754,Pending
ORD-0144,C003,DataWorks,P002,Smartphone,Electronics,R004,West,2023-03-07,5,1299,6495,Pending
ORD-0145,C001,TechCorp,P007,Headphones,Accessories,R003,East,2023-04-05,1,469,469,Shipped
ORD-0146,C007,NextGen Consulting,P002,Smartphone,Electronics,R002,South,2023-01-31,1,1067,1067,Delivered
ORD-0147,C007,NextGen Consulting,P007,Headphones,Accessories,R004,West,2023-03-03,3,1131,3393,Pending
ORD-0147,C007,NextGen Consulting,P001,Laptop,Electronics,R004,West,2023-03-03,3,193,579,Pending
ORD-0148,C003,DataWorks,P006,Mouse,Accessories,R004,West,2023-03-30,1,663,663,Delivered
ORD-0149,C002,InnovaSolutions,P002,Smartphone,Electronics,R001,North,2023-08-12,1,1071,1071,Delivered
ORD-0149,C002,InnovaSolutions,P007,Headphones,Accessories,R001,North,2023-08-12,2,757,1514,Delivered
ORD-0150,C008,CyberSecure,P001,Laptop,Electronics,R001,North,2023-10-03,3,1184,3552,Cancelled
ORD-0150,C008,CyberSecure,P005,Keyboard,Accessories,R001,North,2023-10-03,1,1112,1112,Cancelled
ORD-0151,C005,AI Systems,P002,Smartphone,Electronics,R001,North,2023-07-11,3,1415,4245,Pending
ORD-0151,C005,AI Systems,P008,Smartwatch,Electronics,R001,North,2023-07-11,1,466,466,Pending
ORD-0152,C007,NextGen Consulting,P007,Headphones,Accessories,R003,East,2023-07-09,1,1234,1234,Delivered
ORD-0152,C007,NextGen Consulting,P002,Smartphone,Electronics,R003,East,2023-07-09,3,703,2109,Delivered
ORD-0153,C003,DataWorks,P002,Smartphone,Electronics,R003,East,2023-07-31,5,967,4835,Pending
ORD-0153,C003,DataWorks,P001,Laptop,Electronics,R003,East,2023-07-31,3,1323,3969,Pending
ORD-0153,C003,DataWorks,P005,Keyboard,Accessories,R003,East,2023-07-31,1,500,500,Pending
ORD-0154,C003,DataWorks,P005,Keyboard,Accessories,R004,West,2023-10-10,4,784,3136,Delivered
ORD-0154,C003,DataWorks,P003,Tablet,Electronics,R004,West,2023-10-10,2,1495,2990,Delivered
ORD-0154,C003,DataWorks,P007,Headphones,Accessories,R004,West,2023-10-10,3,1404,4212,Delivered
ORD-0155,C008,CyberSecure,P006,Mouse,Accessories,R003,East,2023-02-06,1,1394,1394,Shipped
ORD-0155,C008,CyberSecure,P008,Smartwatch,Electronics,R003,East,2023-02-06,5,191,955,Shipped
ORD-0155,C008,CyberSecure,P007,Headphones,Accessories,R003,East,2023-02-06,2,205,410,Shipped
ORD-0156,C007,NextGen Consulting,P001,Laptop,Electronics,R004,West,2023-10-17,3,289,867,Delivered
ORD-0157,C005,AI Systems,P001,Laptop,Electronics,R001,North,2023-10-16,5,460,2300,Delivered
ORD-0157,C005,AI Systems,P003,Tablet,Electronics,R001,North,2023-10-16,1,573,573,Delivered
ORD-0158,C003,DataWorks,P003,Tablet,Electronics,R004,West,2023-06-01,4,323,1292,Pending
ORD-0158,C003,DataWorks,P006,Mouse,Accessories,R004,West,2023-06-01,3,757,2271,Pending
ORD-0158,C003,DataWorks,P004,Monitor,Electronics,R004,West,2023-06-01,2,886,1772,Pending
ORD-0159,C005,AI Systems,P006,Mouse,Accessories,R002,South,2023-03-02,2,224,448,Pending
ORD-0159,C005,AI Systems,P002,Smartphone,Electronics,R002,South,2023-03-02,1,1291,1291,Pending
ORD-0160,C006,GreenTech,P004,Monitor,Electronics,R004,West,2023-06-15,2,333,666,Delivered
ORD-0160,C006,GreenTech,P006,Mouse,Accessories,R004,West,2023-06-15,1,237,237,Delivered
ORD-0160,C006,GreenTech,P003,Tablet,Electronics,R004,West,2023-06-15,2,222,444,Delivered
ORD-0161,C007,NextGen Consulting,P007,Headphones,Accessories,R004,West,2023-06-13,4,803,3212,Delivered
ORD-0161,C007,NextGen Consulting,P004,Monitor,Electronics,R004,West,2023-06-13,5,1128,5640,Delivered
ORD-0161,C007,NextGen Consulting,P008,Smartwatch,Electronics,R004,West,2023-06-13,3,882,2646,Delivered
ORD-0162,C006,GreenTech,P002,Smartphone,Electronics,R003,East,2023-06-22,2,935,1870,Delivered
ORD-0163,C007,NextGen Consulting,P008,Smartwatch,Electronics,R002,South,2023-08-06,1,779,779,Delivered
ORD-0164,C003,DataWorks,P008,Smartwatch,Electronics,R004,West,2023-11-05,2,1448,2896,Shipped
ORD-0164,C003,DataWorks,P004,Monitor,Electronics,R004,West,2023-11-05,2,272,544,Shipped
ORD-0164,C003,DataWorks,P007,Headphones,Accessories,R004,West,2023-11-05,4,1294,5176,Shipped
ORD-0165,C004,CloudNet,P006,Mouse,Accessories,R004,West,2023-06-26,2,983,1966,Shipped
ORD-0166,C006,GreenTech,P005,Keyboard,Accessories,R002,South,2023-05-16,1,711,711,Pending
ORD-0166,C006,GreenTech,P001,Laptop,Electronics,R002,South,2023-05-16,2,686,1372,Pending
ORD-0166,C006,GreenTech,P004,Monitor,Electronics,R002,South,2023-05-16,3,1105,3315,Pending
ORD-0167,C006,GreenTech,P005,Keyboard,Accessories,R001,North,2023-12-02,5,297,1485,Shipped
ORD-0167,C006,GreenTech,P004,Monitor,Electronics,R001,North,2023-12-02,1,678,678,Shipped
ORD-0168,C003,DataWorks,P008,Smartwatch,Electronics,R003,East,2023-12-15,1,770,770,Cancelled
ORD-0168,C003,DataWorks,P002,Smartphone,Electronics,R003,East,2023-12-15,2,1069,2138,Cancelled
ORD-0168,C003,DataWorks,P007,Headphones,Accessories,R003,East,2023-12-15,5,1280,6400,Cancelled
ORD-0169,C003,DataWorks,P002,Smartphone,Electronics,R002,South,2023-10-18,4,1041,4164,Pending
ORD-0169,C003,DataWorks,P008,Smartwatch,Electronics,R002,South,2023-10-18,1,1059,1059,Pending
ORD-0169,C003,DataWorks,P007,Headphones,Accessories,R002,South,2023-10-18,1,457,457,Pending
ORD-0170,C008,CyberSecure,P003,Tablet,Electronics,R004,West,2023-06-02,4,648,2592,Delivered
ORD-0170,C008,CyberSecure,P008,Smartwatch,Electronics,R004,West,2023-06-02,2,800,1600,Delivered
ORD-0171,C002,InnovaSolutions,P004,Monitor,Electronics,R004,West,2023-09-18,2,158,316,Delivered
ORD-0171,C002,InnovaSolutions,P001,Laptop,Electronics,R004,West,2023-09-18,2,1341,2682,Delivered
ORD-0171,C002,InnovaSolutions,P008,Smartwatch,Electronics,R004,West,2023-09-18,2,112,224,Delivered
ORD-0172,C005,AI Systems,P008,Smartwatch,Electronics,R004,West,2023-05-31,1,747,747,Cancelled
ORD-0172,C005,AI Systems,P005,Keyboard,Accessories,R004,West,2023-05-31,1,969,969,Cancelled
ORD-0172,C005,AI Systems,P006,Mouse,Accessories,R004,West,2023-05-31,4,78,312,Cancelled
ORD-0173,C003,DataWorks,P002,Smartphone,Electronics,R004,West,2023-08-27,2,61,122,Pending
ORD-0173,C003,DataWorks,P006,Mouse,Accessories,R004,West,2023-08-27,5,509,2545,Pending
ORD-0173,C003,DataWorks,P007,Headphones,Accessories,R004,West,2023-08-27,3,965,2895,Pending
ORD-0174,C006,GreenTech,P008,Smartwatch,Electronics,R001,North,2023-10-31,4,1210,4840,Delivered
ORD-0175,C006,GreenTech,P007,Headphones,Accessories,R003,East,2023-11-26,3,1376,4128,Cancelled
ORD-0176,C001,TechCorp,P005,Keyboard,Accessories,R004,West,2023-07-19,5,240,1200,Delivered
ORD-0177,C001,TechCorp,P003,Tablet,Electronics,R001,North,2023-11-11,4,1178,4712,Delivered
ORD-0177,C001,TechCorp,P006,Mouse,Accessories,R001,North,2023-11-11,4,413,1652,Delivered
ORD-0177,C001,TechCorp,P002,Smartphone,Electronics,R001,North,2023-11-11,3,762,2286,Delivered
ORD-0178,C003,DataWorks,P003,Tablet,Electronics,R001,North,2023-05-20,5,956,4780,Delivered
ORD-0178,C003,DataWorks,P005,Keyboard,Accessories,R001,North,2023-05-20,4,902,3608,Delivered
ORD-0178,C003,DataWorks,P006,Mouse,Accessories,R001,North,2023-05-20,3,194,582,Delivered
ORD-0179,C006,GreenTech,P004,Monitor,Electronics,R004,West,2023-11-26,4,461,1844,Cancelled
ORD-0179,C006,GreenTech,P008,Smartwatch,Electronics,R004,West,2023-11-26,2,1249,2498,Cancelled
ORD-0180,C001,TechCorp,P005,Keyboard,Accessories,R002,South,2023-01-23,3,715,2145,Cancelled
ORD-0181,C001,TechCorp,P007,Headphones,Accessories,R003,East,2023-06-13,4,482,1928,Delivered
ORD-0182,C003,DataWorks,P001,Laptop,Electronics,R001,North,2023-06-04,2,963,1926,Cancelled
ORD-0183,C003,DataWorks,P008,Smartwatch,Electronics,R003,East,2023-05-10,4,1487,5948,Shipped
ORD-0183,C003,DataWorks,P007,Headphones,Accessories,R003,East,2023-05-10,4,935,3740,Shipped
ORD-0183,C003,DataWorks,P003,Tablet,Electronics,R003,East,2023-05-10,1,1378,1378,Shipped
ORD-0184,C002,InnovaSolutions,P006,Mouse,Accessories,R001,North,2023-09-12,2,807,1614,Cancelled
ORD-0184,C002,InnovaSolutions,P008,Smartwatch,Electronics,R001,North,2023-09-12,4,588,2352,Cancelled
ORD-0185,C005,AI Systems,P001,Laptop,Electronics,R002,South,2023-11-24,3,704,2112,Pending
ORD-0185,C005,AI Systems,P005,Keyboard,Accessories,R002,South,2023-11-24,5,635,3175,Pending
ORD-0185,C005,AI Systems,P008,Smartwatch,Electronics,R002,South,2023-11-24,3,1097,3291,Pending
ORD-0186,C006,GreenTech,P008,Smartwatch,Electronics,R004,West,2023-05-09,3,743,2229,Delivered
ORD-0187,C005,AI Systems,P003,Tablet,Electronics,R003,East,2023-06-10,5,990,4950,Delivered
ORD-0187,C005,AI Systems,P005,Keyboard,Accessories,R003,East,2023-06-10,3,955,2865,Delivered
ORD-0187,C005,AI Systems,P002,Smartphone,Electronics,R003,East,2023-06-10,5,1083,5415,Delivered
ORD-0188,C003,DataWorks,P002,Smartphone,Electronics,R002,South,2023-03-01,5,489,2445,Pending
ORD-0188,C003,DataWorks,P001,Laptop,Electronics,R002,South,2023-03-01,4,152,608,Pending
ORD-0189,C008,CyberSecure,P002,Smartphone,Electronics,R002,South,2023-02-20,1,1186,1186,Cancelled
ORD-0189,C008,CyberSecure,P005,Keyboard,Accessories,R002,South,2023-02-20,2,420,840,Cancelled
ORD-0189,C008,CyberSecure,P001,Laptop,Electronics,R002,South,2023-02-20,1,764,764,Cancelled
ORD-0190,C006,GreenTech,P004,Monitor,Electronics,R001,North,2023-07-29,4,589,2356,Pending
ORD-0191,C001,TechCorp,P004,Monitor,Electronics,R004,West,2023-07-11,5,917,4585,Shipped
ORD-0191,C001,TechCorp,P008,Smartwatch,Electronics,R004,West,2023-07-11,5,752,3760,Shipped
ORD-0191,C001,TechCorp,P003,Tablet,Electronics,R004,West,2023-07-11,5,526,2630,Shipped
ORD-0192,C001,TechCorp,P005,Keyboard,Accessories,R001,North,2023-08-03,4,245,980,Delivered
ORD-0193,C004,CloudNet,P005,Keyboard,Accessories,R003,East,2023-04-18,4,1119,4476,Delivered
ORD-0193,C004,CloudNet,P004,Monitor,Electronics,R003,East,2023-04-18,2,916,1832,Delivered
ORD-0193,C004,CloudNet,P003,Tablet,Electronics,R003,East,2023-04-18,2,1440,2880,Delivered
ORD-0194,C008,CyberSecure,P005,Keyboard,Accessories,R004,West,2023-10-28,2,495,990,Cancelled
ORD-0194,C008,CyberSecure,P006,Mouse,Accessories,R004,West,2023-10-28,3,1069,3207,Cancelled
ORD-0195,C005,AI Systems,P008,Smartwatch,Electronics,R001,North,2023-03-28,4,199,796,Pending
ORD-0196,C006,GreenTech,P006,Mouse,Accessories,R004,West,2023-04-08,5,53,265,Delivered
ORD-0196,C006,GreenTech,P007,Headphones,Accessories,R004,West,2023-04-08,4,1451,5804,Delivered
ORD-0196,C006,GreenTech,P003,Tablet,Electronics,R004,West,2023-04-08,2,1200,2400,Delivered
ORD-0197,C006,GreenTech,P006,Mouse,Accessories,R001,North,2023-04-14,2,1396,2792,Shipped
ORD-0197,C006,GreenTech,P007,Headphones,Accessories,R001,North,2023-04-14,4,645,2580,Shipped
ORD-0197,C006,GreenTech,P003,Tablet,Electronics,R001,North,2023-04-14,4,1439,5756,Shipped
ORD-0198,C005,AI Systems,P008,Smartwatch,Electronics,R004,West,2023-05-20,2,1267,2534,Cancelled
ORD-0199,C008,CyberSecure,P005,Keyboard,Accessories,R003,East,2023-05-03,4,147,588,Delivered
ORD-0200,C006,GreenTech,P007,Headphones,Accessories,R003,East,2023-09-14,5,561,2805,Delivered
ORD-0200,C006,GreenTech,P005,Keyboard,Accessories,R003,East,2023-09-14,4,1229,4916,Delivered
ORD-0200,C006,GreenTech,P003,Tablet,Electronics,R003,East,2023-09-14,3,1384,4152,Delivered
ORD-0201,C003,DataWorks,P005,Keyboard,Accessories,R001,North,2023-09-24,1,847,847,Pending
ORD-0201,C003,DataWorks,P006,Mouse,Accessories,R001,North,2023-09-24,4,463,1852,Pending
ORD-0201,C003,DataWorks,P002,Smartphone,Electronics,R001,North,2023-09-24,5,297,1485,Pending
ORD-0202,C003,DataWorks,P006,Mouse,Accessories,R004,West,2023-02-20,4,1355,5420,Pending
ORD-0202,C003,DataWorks,P002,Smartphone,Electronics,R004,West,2023-02-20,1,118,118,Pending
ORD-0203,C001,TechCorp,P005,Keyboard,Accessories,R001,North,2023-08-21,4,157,628,Delivered
ORD-0204,C001,TechCorp,P007,Headphones,Accessories,R004,West,2023-12-26,2,151,302,Shipped
ORD-0205,C003,DataWorks,P007,Headphones,Accessories,R004,West,2023-04-05,3,1073,3219,Delivered
ORD-0205,C003,DataWorks,P004,Monitor,Electronics,R004,West,2023-04-05,2,279,558,Delivered
ORD-0206,C004,CloudNet,P001,Laptop,Electronics,R004,West,2023-09-18,2,935,1870,Shipped
ORD-0206,C004,CloudNet,P004,Monitor,Electronics,R004,West,2023-09-18,3,1399,4197,Shipped
ORD-0207,C008,CyberSecure,P004,Monitor,Electronics,R003,East,2023-10-25,1,317,317,Shipped
ORD-0207,C008,CyberSecure,P001,Laptop,Electronics,R003,East,2023-10-25,1,768,768,Shipped
ORD-0207,C008,CyberSecure,P003,Tablet,Electronics,R003,East,2023-10-25,5,378,1890,Shipped
ORD-0208,C003,DataWorks,P006,Mouse,Accessories,R001,North,2023-12-12,5,810,4050,Pending
ORD-0209,C004,CloudNet,P007,Headphones,Accessories,R002,South,2023-03-24,5,1440,7200,Cancelled
ORD-0210,C004,CloudNet,P005,Keyboard,Accessories,R001,North,2023-12-25,4,322,1288,Pending
ORD-0210,C004,CloudNet,P001,Laptop,Electronics,R001,North,2023-12-25,4,780,3120,Pending
ORD-0210,C004,CloudNet,P002,Smartphone,Electronics,R001,North,2023-12-25,4,900,3600,Pending
ORD-0211,C008,CyberSecure,P006,Mouse,Accessories,R002,South,2023-12-11,1,1238,1238,Shipped
ORD-0211,C008,CyberSecure,P001,Laptop,Electronics,R002,South,2023-12-11,4,94,376,Shipped
ORD-0211,C008,CyberSecure,P007,Headphones,Accessories,R002,South,2023-12-11,2,951,1902,Shipped
ORD-0212,C008,CyberSecure,P002,Smartphone,Electronics,R004,West,2023-04-29,5,669,3345,Shipped
ORD-0213,C007,NextGen Consulting,P006,Mouse,Accessories,R003,East,2023-09-12,5,701,3505,Delivered
ORD-0213,C007,NextGen Consulting,P004,Monitor,Electronics,R003,East,2023-09-12,3,1243,3729,Delivered
ORD-0213,C007,NextGen Consulting,P001,Laptop,Electronics,R003,East,2023-09-12,4,678,2712,Delivered
ORD-0214,C008,CyberSecure,P007,Headphones,Accessories,R002,South,2023-10-04,2,1405,2810,Shipped
ORD-0214,C008,CyberSecure,P005,Keyboard,Accessories,R002,South,2023-10-04,2,237,474,Shipped
ORD-0214,C008,CyberSecure,P003,Tablet,Electronics,R002,South,2023-10-04,2,1171,2342,Shipped
ORD-0215,C002,InnovaSolutions,P008,Smartwatch,Electronics,R003,East,2023-01-12,5,374,1870,Delivered
ORD-0215,C002,InnovaSolutions,P006,Mouse,Accessories,R003,East,2023-01-12,3,976,2928,Delivered
ORD-0216,C005,AI Systems,P005,Keyboard,Accessories,R003,East,2023-12-22,2,466,932,Pending
ORD-0217,C003,DataWorks,P007,Headphones,Accessories,R002,South,2023-05-19,4,1028,4112,Cancelled
ORD-0217,C003,DataWorks,P001,Laptop,Electronics,R002,South,2023-05-19,1,1080,1080,Cancelled
ORD-0218,C006,GreenTech,P003,Tablet,Electronics,R002,South,2023-03-23,5,1462,7310,Delivered
ORD-0218,C006,GreenTech,P002,Smartphone,Electronics,R002,South,2023-03-23,2,403,806,Delivered
ORD-0218,C006,GreenTech,P005,Keyboard,Accessories,R002,South,2023-03-23,5,1347,6735,Delivered
ORD-0219,C004,CloudNet,P003,Tablet,Electronics,R001,North,2023-10-04,2,529,1058,Shipped
ORD-0219,C004,CloudNet,P002,Smartphone,Electronics,R001,North,2023-10-04,2,471,942,Shipped
ORD-0219,C004,CloudNet,P001,Laptop,Electronics,R001,North,2023-10-04,5,468,2340,Shipped
ORD-0220,C007,NextGen Consulting,P004,Monitor,Electronics,R004,West,2023-03-08,5,599,2995,Cancelled
ORD-0220,C007,NextGen Consulting,P002,Smartphone,Electronics,R004,West,2023-03-08,4,207,828,Cancelled
ORD-0221,C005,AI Systems,P006,Mouse,Accessories,R004,West,2023-11-13,2,844,1688,Pending
ORD-0221,C005,AI Systems,P002,Smartphone,Electronics,R004,West,2023-11-13,1,1309,1309,Pending
ORD-0221,C005,AI Systems,P007,Headphones,Accessories,R004,West,2023-11-13,3,99,297,Pending
ORD-0222,C006,GreenTech,P004,Monitor,Electronics,R003,East,2023-09-08,3,1024,3072,Cancelled
ORD-0222,C006,GreenTech,P003,Tablet,Electronics,R003,East,2023-09-08,1,594,594,Cancelled
ORD-0223,C008,CyberSecure,P008,Smartwatch,Electronics,R004,West,2023-07-26,3,390,1170,Cancelled
ORD-0223,C008,CyberSecure,P002,Smartphone,Electronics,R004,West,2023-07-26,5,449,2245,Cancelled
ORD-0223,C008,CyberSecure,P001,Laptop,Electronics,R004,West,2023-07-26,1,1466,1466,Cancelled
ORD-0224,C008,CyberSecure,P002,Smartphone,Electronics,R001,North,2023-11-22,3,832,2496,Pending
ORD-0224,C008,CyberSecure,P008,Smartwatch,Electronics,R001,North,2023-11-22,2,269,538,Pending
ORD-0224,C008,CyberSecure,P006,Mouse,Accessories,R001,North,2023-11-22,4,552,2208,Pending
ORD-0225,C006,GreenTech,P006,Mouse,Accessories,R001,North,2023-07-04,1,913,913,Delivered
ORD-0226,C006,GreenTech,P007,Headphones,Accessories,R003,East,2023-10-07,4,359,1436,Shipped
ORD-0227,C004,CloudNet,P007,Headphones,Accessories,R003,East,2023-05-04,1,1017,1017,Cancelled
ORD-0227,C004,CloudNet,P004,Monitor,Electronics,R003,East,2023-05-04,1,461,461,Cancelled
ORD-0228,C004,CloudNet,P006,Mouse,Accessories,R004,West,2023-06-07,5,117,585,Shipped
ORD-0228,C004,CloudNet,P001,Laptop,Electronics,R004,West,2023-06-07,5,1452,7260,Shipped
ORD-0229,C005,AI Systems,P006,Mouse,Accessories,R002,South,2023-12-07,1,220,220,Shipped
ORD-0229,C005,AI Systems,P004,Monitor,Electronics,R002,South,2023-12-07,3,382,1146,Shipped
ORD-0229,C005,AI Systems,P001,Laptop,Electronics,R002,South,2023-12-07,2,293,586,Shipped
ORD-0230,C008,CyberSecure,P008,Smartwatch,Electronics,R004,West,2023-12-18,3,674,2022,Cancelled
ORD-0231,C005,AI Systems,P002,Smartphone,Electronics,R001,North,2023-01-11,5,221,1105,Cancelled
ORD-0232,C005,AI Systems,P005,Keyboard,Accessories,R002,South,2023-02-16,3,131,393,Shipped
ORD-0233,C008,CyberSecure,P004,Monitor,Electronics,R004,West,2023-01-28,3,317,951,Cancelled
ORD-0233,C008,CyberSecure,P002,Smartphone,Electronics,R004,West,2023-01-28,4,321,1284,Cancelled
ORD-0234,C008,CyberSecure,P006,Mouse,Accessories,R003,East,2023-04-01,5,1174,5870,Shipped
ORD-0234,C008,CyberSecure,P008,Smartwatch,Electronics,R003,East,2023-04-01,2,630,1260,Shipped
ORD-0234,C008,CyberSecure,P003,Tablet,Electronics,R003,East,2023-04-01,5,697,3485,Shipped
ORD-0235,C007,NextGen Consulting,P006,Mouse,Accessories,R003,East,2023-04-30,2,871,1742,Pending
ORD-0236,C002,InnovaSolutions,P004,Monitor,Electronics,R002,South,2023-08-29,4,150,600,Delivered
ORD-0236,C002,InnovaSolutions,P005,Keyboard,Accessories,R002,South,2023-08-29,2,561,1122,Delivered
ORD-0236,C002,InnovaSolutions,P002,Smartphone,Electronics,R002,South,2023-08-29,4,773,3092,Delivered
ORD-0237,C006,GreenTech,P003,Tablet,Electronics,R004,West,2023-11-10,1,1491,1491,Shipped
ORD-0238,C008,CyberSecure,P002,Smartphone,Electronics,R004,West,2023-06-13,2,1144,2288,Cancelled
ORD-0239,C005,AI Systems,P004,Monitor,Electronics,R004,West,2023-07-30,3,1447,4341,Delivered
ORD-0239,C005,AI Systems,P001,Laptop,Electronics,R004,West,2023-07-30,3,338,1014,Delivered
ORD-0240,C003,DataWorks,P005,Keyboard,Accessories,R002,South,2023-12-01,2,1356,2712,Shipped
ORD-0241,C008,CyberSecure,P001,Laptop,Electronics,R001,North,2023-12-19,5,566,2830,Pending
ORD-0241,C008,CyberSecure,P008,Smartwatch,Electronics,R001,North,2023-12-19,1,1379,1379,Pending
ORD-0242,C008,CyberSecure,P004,Monitor,Electronics,R004,West,2023-07-01,4,655,2620,Delivered
ORD-0242,C008,CyberSecure,P003,Tablet,Electronics,R004,West,2023-07-01,2,1380,2760,Delivered
ORD-0242,C008,CyberSecure,P007,Headphones,Accessories,R004,West,2023-07-01,4,589,2356,Delivered
ORD-0243,C002,InnovaSolutions,P001,Laptop,Electronics,R002,South,2023-05-18,4,220,880,Shipped
ORD-0243,C002,InnovaSolutions,P006,Mouse,Accessories,R002,South,2023-05-18,5,715,3575,Shipped
ORD-0244,C006,GreenTech,P008,Smartwatch,Electronics,R004,West,2023-05-20,2,1067,2134,Delivered
ORD-0245,C003,DataWorks,P005,Keyboard,Accessories,R003,East,2023-09-06,5,754,3770,Cancelled
ORD-0246,C006,GreenTech,P006,Mouse,Accessories,R004,West,2023-04-27,3,1180,3540,Shipped
ORD-0246,C006,GreenTech,P007,Headphones,Accessories,R004,West,2023-04-27,2,571,1142,Shipped
